ORGID,ORGTYPE,ORGNUMBER,SCHNUMBER,FORMID,GISNAME,MDENAME,ALTNAME,GISADDR,MDEADDR,PUBPRIV,LOCTYPE,GRADERANGE,CLASS,MAGNET,LOCDISTID,LOCDISTNAME,COUNTYCODE,COUNTYNAME,CREATEDT,UPDATEDT,FED_SCHNUM,WEB_URL,YEAR,latitude,longitude
750111000000,75,0111,000,0111-75,Boy's Totem Town,Boy's Totem Town,NULL,"398 Totem Rd, Saint Paul, MN 55119","398 Totem Rd, Saint Paul, MN 55119",Public,Head,,50,NO,10625000000,Saint Paul,27123,Ramsey,2016-09-22,2021-07-19,,,SY2022-23,44.926321,-93.012806
750112000000,75,0112,000,0112-75,Brainerd Regional Human Service Center,Brainerd Regional Human Service Ctr,NULL,"1777 Highway 18 E, Brainerd, MN 56401","1777 Hwy 18 E, Brainerd, MN 56401",Public,Head,,50,NO,10181000000,Brainerd,27035,Crow Wing,2010-04-27,2022-03-01,,,SY2022-23,46.354299,-94.153070
750113000000,75,0113,000,0113-75,Bridge For Runaway Youth Inc.,"Bridge For Runaway Youth, Inc.",NULL,"2200 Emerson Ave S, Minneapolis, MN 55405","2200 Emerson Ave S, Minneapolis, MN 55405",Public,Head,,,NO,30001000000,Minneapolis,27053,Hennepin,2010-04-27,2022-03-01,,,SY2022-23,44.960765,-93.294614
750115000000,75,0115,000,0115-75,Cambridge Region Human Svc Center,Cambridge Regional Human Serv. Cen.,NULL,"244 Birch St S, Cambridge, MN 55008",", Cambridge, MN 55008",Public,Head,,50,NO,10911000000,Cambridge-Isanti,27059,Isanti,2010-04-27,2022-09-19,,,SY2022-23,45.571012,-93.226319
750116000000,75,0116,000,0116-75,"Chain of Lakes CD Services, Inc.","Chain of Lakes CD Services, Inc.",NULL,"Route 1, Fairmont, MN 56301","Route 1, Fairmont, MN 56301",Public,Head,,,NO,12752000000,Fairmont Area,27091,Martin,2022-09-19,2022-09-23,,,SY2022-23,43.652188,-94.447391
750118000000,75,0118,000,0118-75,Courage Residence,Courage Residence (The),NULL,"3915 Golden Valley Rd, Golden Valley, MN 55422","3915 Golden Valley Rd, Golden Valley, MN 55422",Public,Head,,,NO,10281000000,Robbinsdale,27053,Hennepin,2010-04-27,2022-03-14,,,SY2022-23,44.998821,-93.329750
750119000000,75,0119,000,0119-75,Crest Home,Crest Home,NULL,"1205 Garfield Ave, Albert Lea, MN 56007","1205 Garfield Ave, Albert Lea, MN 56007",Public,Head,,,NO,10241000000,Albert Lea,27047,Freeborn,2010-04-27,2022-03-14,,,SY2022-23,43.660112,-93.354517
750121000000,75,0121,000,0121-75,Dakota County Receiving Center Inc.,"Dakota County Receiving Center, Inc",NULL,"1200 E 18th St, Bldg #1, Hastings, MN 55033","1200 E 18th Street - Bldg #1, Hastings, MN 55033",Public,Head,,,NO,10200000000,Hastings,27037,Dakota,2010-04-27,2022-03-14,,,SY2022-23,44.727824,-92.836948
750122000000,75,0122,000,0122-75,Dakotas Children Inc.,"Dakota's Children, Inc.",NULL,"400 West Marie, West Saint Paul, MN 55118","400 West Marie, West Saint Paul, MN 55118",Public,Head,,50,NO,10197000000,West St. Paul-Mendota Hts.-Eagan,27037,Dakota,2010-04-27,2022-03-14,,,SY2022-23,44.890265,-93.101764
750123000000,75,0123,000,0123-75,Demar Childrens Home,Demar Children's Home,NULL,"11777 Xeon Blvd, Coon Rapids, MN 55433","11777 Xeon Blvd, Coon Rapids, MN 55433",Public,Head,,,NO,10011000000,Anoka-Hennepin,27003,Anoka,2010-04-27,2022-03-14,,,SY2022-23,45.183689,-93.301518
750124000000,75,0124,000,0124-75,Eden Rehab/Treatment Facility Inc.,"Eden Rehab/Treatment Facility, Inc",NULL,"1025 Portland Ave, Minneapolis, MN 55404","1025 Portland Ave, Minneapolis, MN 55404",Public,Head,,,NO,30001000000,Minneapolis,27053,Hennepin,2010-04-27,2022-03-16,,,SY2022-23,44.969718,-93.266942
750125000000,75,0125,000,0125-75,Fairview Receiving And Evaluation,Fairview Receiving And Evaluation,NULL,"9927 Valley View Rd, Eden Prairie, MN 55344","9927 Valley View Rd, Eden Prairie, MN 55344",Public,Head,,,NO,10272000000,Eden Prairie,27053,Hennepin,2010-04-27,2022-03-16,,,SY2022-23,44.871288,-93.401963
750126000000,75,0126,000,0126-75,Faribault Regional Human Serv Ctr,Faribault Regional Human Serv Ctr,NULL,"Faribault, MN 55021",", Faribault, MN 55021",Public,Head,,50,NO,10656000000,Faribault,27131,Rice,2018-10-01,2021-08-11,,,SY2022-23,44.283096,-93.258864
750128000000,75,0128,000,0128-75,Fillmore Place,Fillmore Place,NULL,"110 Fillmore Pl SE, Preston, MN 55965","110 Fillmore St, Preston, MN 55965",Public,Head,,50,NO,12198000000,Fillmore Central,27045,Fillmore,2010-04-27,2022-03-17,,,SY2022-23,43.668165,-92.077580
750130000000,75,0130,000,0130-75,Fountain Lake Treatment Center,Fountain Lake Treatment Center,NULL,"408 Fountain St, Albert Lea, MN 56007","408 Fountain St, Albert Lea, MN 56007",Public,Head,,,NO,10241000000,Albert Lea,27047,Freeborn,2010-04-27,2022-09-19,,,SY2022-23,43.651717,-93.373429
750131000000,75,0131,000,0131-75,Friendship House I,Friendship House I,NULL,"2427 Park Ave, Minneapolis, MN 55404","2427 Park Ave, Minneapolis, MN 55404",Public,Head,,,NO,30001000000,Minneapolis,27053,Hennepin,2010-04-27,2022-02-24,,,SY2022-23,44.958071,-93.264530
750132000000,75,0132,000,0132-75,Front Steps,Front Steps,NULL,"1111 3rd Ave E, Shakopee, MN 55379","1111 3rd Ave E, Shakopee, MN 55379",Public,Head,,50,NO,10720000000,Shakopee,27139,Scott,2010-04-27,2022-03-21,,,SY2022-23,44.798585,-93.511698
750133000000,75,0133,000,0133-75,Gerard Treatment Program,Gerard Treatment Program,NULL,"1111 28th St NE, Austin, MN 55912",", , MN 00000",Public,Head,,50,NO,10492000000,Austin,27099,Mower,2007-04-13,2022-03-22,,,SY2022-23,43.677663,-92.932447
750134000000,75,0134,000,0134-75,Glenmore Treatment Center,Glenmore Treatment Center,NULL,"323 S Minnesota St, Crookston, MN 56716","323 S Minnesota, Crookston, MN 56716",Public,Head,,,NO,10593000000,Crookston,27119,Polk,2010-04-27,2022-03-22,,,SY2022-23,47.773632,-96.617308
750135000000,75,0135,000,0135-75,Hammer Residences Inc.,"Hammer Residences, Inc.",NULL,"1909 E Wayzata Blvd, Wayzata, MN 55391","1909 E Wayzata Blvd (Or), Wayzata, MN 55391",Public,Head,,50,NO,10284000000,Wayzata,27053,Hennepin,2010-04-27,2022-09-19,,,SY2022-23,44.971696,-93.494518
750136000000,75,0136,000,0136-75,Harbor Shelter & Counseling Ctr,Harbor Shelter & Counseling Ctr,NULL,"310 W Myrtle St, Stillwater, MN 55082","310 West Myrtle St, Stillwater, MN 55082",Public,Head,,50,NO,10834000000,Stillwater Area,27163,Washington,2010-04-27,2022-03-23,,,SY2022-23,45.055574,-92.812246
750139000000,75,0139,000,0139-75,Hiawatha Adult Home,Hiawatha Adult Home,NULL,"2020 5th St SW, Rochester, MN 55901","2020 5th St SW, Rochester, MN 55901",Public,Head,,,NO,10535000000,Rochester,27109,Olmsted,2010-04-27,2022-03-29,,,SY2022-23,44.017604,-92.494339
750140000000,75,0140,000,0140-75,Hiawatha Childrens Home,Hiawatha Children's Home,NULL,"1820 Valkyrie Dr NW, Rochester, MN 55901","1820 Valkyrie Dr NW, Rochester, MN 55901",Public,Head,,50,NO,10535000000,Rochester,27109,Olmsted,2010-04-27,2022-03-29,,,SY2022-23,44.042989,-92.476059
750141000000,75,0141,000,0141-75,Home Away Shelters,Home Away Shelters,NULL,"7155 Madison West, Golden Valley, MN 55427","7155 Madison West, Golden Valley, MN 55427",Public,Head,,,NO,10281000000,Robbinsdale,27053,Hennepin,2022-09-19,2022-09-23,,,SY2022-23,45.005716,-93.371924
750142000000,75,0142,000,0142-75,Home For Creative Living,Home For Creative Living,NULL,"108 9th St, Windom, MN 56101","108 - 9th St, Windom, MN 56101",Public,Head,,50,NO,10177000000,Windom,27033,Cottonwood,2010-04-27,2022-04-04,,,SY2022-23,43.865691,-95.109757
750143000000,75,0143,000,0143-75,Homeward Bound,Homeward Bound - New Hope,NULL,"4741 Zealand Ave N, New Hope, MN 55428","4741 Zealand Ave N, New Hope, MN 55428",Public,Head,,50,NO,10281000000,Robbinsdale,27053,Hennepin,2010-04-27,2022-09-19,,,SY2022-23,45.040821,-93.389250
750145000000,75,0145,000,0145-75,Houston County Home,HOUSTON COUNTY HOME - LA CRESCENT,NULL,"1700 Lancer Dr, La Crescent, MN 55947","Lancer Dr, La Crescent, MN 55947",Public,Head,,,NO,10300000000,La Crescent-Hokah,27055,Houston,2010-09-21,2022-04-04,,,SY2022-23,43.811204,-91.313320
750146000000,75,0146,000,0146-75,Inisfail Home,Inisfail Home,NULL,"921 SW 1st St, Faribault, MN 55021","921 SW 1st St, Faribault, MN 55021",Public,Head,,50,NO,10656000000,Faribault,27131,Rice,2010-04-27,2022-03-17,,,SY2022-23,44.288986,-93.284697
750147000000,75,0147,000,0147-75,Irene Whitney Center For Recovery,Irene Whitney Center For Recovery,NULL,"4954 Upton Ave S, Minneapolis, MN 55410","4954 Upton Ave S, Minneapolis, MN 55410",Public,Head,,,NO,30001000000,Minneapolis,27053,Hennepin,2010-04-27,2022-04-05,,,SY2022-23,44.912807,-93.315492
750148000000,75,0148,000,0148-75,Jamestown Adolescent Treatment Ctr,Jamestown Adolescent Treatment Ctr,NULL,"11550 Jasmine Tr N, Stillwater, MN 55082","11550 Jasmine Tr N, Stillwater, MN 55082",Public,Head,,,NO,10832000000,Mahtomedi,27163,Washington,2010-04-27,2022-04-05,,,SY2022-23,45.116226,-92.913777
750149000000,75,0149,000,0149-75,Jane Dickman House,Jane Dickman House,NULL,"1665 Woodbury Dr, Woodbury, MN 55125","1665 Woodbury Dr, Woodbury, MN 55125",Public,Head,,,NO,10833000000,South Washington County,27163,Washington,2022-09-19,2022-09-23,,,SY2022-23,44.924529,-92.904391
750150000000,75,0150,000,0150-75,Kindlehope,Kindlehope,NULL,"1217 SE 7th St, Willmar, MN 56201","1217 SE 7th St, Willmar, MN 56201",Public,Head,,,NO,10347000000,Willmar,27067,Kandiyohi,2022-09-19,2022-09-23,,,SY2022-23,45.109776,-95.034467
750151000000,75,0151,000,0151-75,Lake Owasso Residence,LAKE OWASSO RESIDENCE,NULL,"210 N Owasso Blvd, Shoreview, MN 55126","210 N Owasso Blvd, Shoreview, MN 55126",Public,Head,,50,NO,10623000000,Roseville,27123,Ramsey,2010-04-27,2022-04-18,,,SY2022-23,45.041602,-93.108767
750153000000,75,0153,000,0153-75,Lake Region Halfway Homes Inc.,"Lake Region Halfway Homes, Inc.",NULL,"217 N Union Ave, Fergus Falls, MN 56537","217 N Union, Fergus Falls, MN 56537",Public,Head,,,NO,10544000000,Fergus Falls,27111,Otter Tail,2010-04-27,2022-04-18,,,SY2022-23,46.285189,-96.078148
750155000000,75,0155,000,0155-75,Lakeview School,Lakeview School,NULL,"1500 Knollwood Dr, Worthington, MN 56187","Box C, Worthington, MN 56187",Public,Head,,,NO,10518000000,Worthington,27105,Nobles,2022-09-19,2022-09-23,,,SY2022-23,43.604588,-95.623014
750156000000,75,0156,000,0156-75,Laura Baker School,Laura Baker School,NULL,"211 Oak St, Northfield, MN 55057","211 Oak St, Northfield, MN 55057",Public,Head,,,NO,10659000000,Northfield,27131,Rice,2022-09-19,2022-11-17,,,SY2022-23,44.457418,-93.147298
750159000000,75,0159,000,0159-75,Little Sand Home,Little Sand Home,NULL,"5910 Little Sand Ln, Remer, MN 56672","Rural Route 1-Box 10, Remer, MN 56672",Public,Head,,,NO,10118000000,Northland Community,27021,Cass,2010-09-20,2022-04-20,,,SY2022-23,47.080867,-93.970548
750160000000,75,0160,000,0160-75,Manor (The),Manor (The),NULL,"17500 Ranch Drive, Pine City, MN 55063","R.F.D. 2, Pine City, MN 55063",Public,Head,,,NO,10578000000,Pine City,27115,Pine,2022-09-19,2022-09-23,,,SY2022-23,45.859230,-92.974781
750161000000,75,0161,000,0161-75,Mary's Shelter,Mary's Shelter,NULL,"1200 Oakdale Ave, West Saint Paul, MN 55118","1200 B Oakdale Ave, West Saint Paul, MN 55118",Public,Head,,,NO,10197000000,West St. Paul-Mendota Hts.-Eagan,27037,Dakota,2022-09-19,2022-09-23,,,SY2022-23,44.909551,-93.072914
750165000000,75,0165,000,0165-75,Mission Care Center,Mission Care Center,NULL,"3409 E Medicine Lake Blvd, Plymouth, MN 55441","3409 E Medicine Lake Blvd, Plymouth, MN 55441",Public,Head,,,NO,10281000000,Robbinsdale,27053,Hennepin,2010-04-27,2022-02-24,,,SY2022-23,45.019155,-93.422468
750166000000,75,0166,000,0166-75,Mount Olivet Rolling Acres,Mount Olivet Rolling Acres,NULL,"7200 Rolling Acres Rd, Victoria, MN 55386","7200 Rolling Acres Rd, Victoria, MN 55386",Public,Head,,50,NO,10112000000,Eastern Carver County,27019,Carver,2010-04-27,2022-05-02,,https://moracares.org/,SY2022-23,44.875109,-93.642060
750167000000,75,0167,000,0167-75,Muriel Humphrey Residences,Muriel Humphrey Residences,NULL,"8751 Preserve Blvd, Eden Prairie, MN 55343","8751-8761-8771 Preserve Blvd, Eden Prairie, MN 55343",Public,Head,,,NO,10272000000,Eden Prairie,27053,Hennepin,2010-04-27,2022-09-19,,,SY2022-23,44.844821,-93.423391
750168000000,75,0168,000,0168-75,Nelson Home,Nelson Home,NULL,"22195 State Highway 34, Nevis, MN 56467","Rural Route #2, Box 210, Nevis, MN 56467",Public,Head,,,NO,10308000000,Nevis,27057,Hubbard,2010-04-27,2022-05-03,,,SY2022-23,46.923771,-94.904360
750169000000,75,0169,000,0169-75,New Beginning at Waverly,New Beginnings At Waverly,NULL,"109 North Shore Dr, Waverly, MN 55398","Route 1, Box 86, Waverly, MN 55398",Public,Head,,,NO,12687000000,Howard Lake-Waverly-Winsted,27171,Wright,2010-09-21,2022-05-04,,,SY2022-23,45.079842,-93.964199
750170000000,75,0170,000,0170-75,New Beginnings Home Inc.,"New Beginnings Home, Inc",NULL,"Hwy 46 E, Albert Lea, MN 56007",", Albert Lea, MN 56007",Public,Head,,,NO,10241000000,Albert Lea,27047,Freeborn,2010-04-27,2022-09-19,,,SY2022-23,43.659535,-93.328914
750171000000,75,0171,000,0171-75,Northwest Metro CD Center,Northwest Metro CD Center,NULL,"3301 7th Ave N, Anoka, MN 55303","Anoka State Hospital Box 511, Anoka, MN 55303",Public,Head,,,NO,10011000000,Anoka-Hennepin,27003,Anoka,2010-04-28,2022-05-11,,,SY2022-23,45.214942,-93.379500
750172000000,75,0172,000,0172-75,Northwest Regional Juvenile Ctr,Northwest Regional Juvenile Ctr,NULL,"1231 5th St NW, Bemidji, MN 56601","Bemidji State College, Bemidji, MN 56601",Public,Head,,,NO,10031000000,Bemidji,27007,Beltrami,2010-04-27,2022-05-11,,,SY2022-23,47.477320,-94.904052
750173000000,75,0173,000,0173-75,Northwood Childrens Home,Northwood Children's Home,NULL,"714 College Street, Duluth, MN 55811","714 College Street (Main Campus), Duluth, MN 55811",Public,Head,,,NO,10709000000,Duluth,27137,St. Louis,2010-09-17,2022-03-11,,,SY2022-23,46.814784,-92.093575
750174000000,75,0174,000,0174-75,Oakridge Homes of Wadena Inc,"Oakridge Homes of Wadena, Inc",NULL,"739 Sunnybrook Rd, Wadena, MN 56482","P.O. Box 589, Wadena, MN 56482",Public,Head,,50,NO,12155000000,Wadena-Deer Creek,27159,Wadena,2010-09-20,2022-05-13,,,SY2022-23,46.441241,-95.123570
750175000000,75,0175,000,0175-75,Oakwood Residence Inc.,"Oakwood Residence, Inc",NULL,"13403 McGinty Rd, Minnetonka, MN 55343","13403 McGinty Rd, Minnetonka, MN 55343",Public,Head,,,NO,10270000000,Hopkins,27053,Hennepin,2010-04-27,2022-09-19,,,SY2022-23,44.941503,-93.453205
750178000000,75,0178,000,0178-75,Park Point Manor,Park Point Manor,NULL,"1601 Saint Louis Ave, Duluth, MN 55802","1601 St. Louis Ave, Duluth, MN 55802",Public,Head,,,NO,10709000000,Duluth,27137,St. Louis,2010-09-17,2022-05-23,,,SY2022-23,46.767062,-92.088100
750179000000,75,0179,000,0179-75,Peoples Child Care Residence,People's Child Care Residence,NULL,"1611 Ames Ave, Saint Paul, MN 55106","1611 Ames Ave, Saint Paul, MN 55106",Public,Head,,50,NO,10625000000,Saint Paul,27123,Ramsey,2010-04-27,2022-03-14,,,SY2022-23,44.974911,-93.032415
750180000000,75,0180,000,0180-75,Pettit Childrens Home,Pettit Children's Home,NULL,"812 S Main St, Sauk Centre, MN 56378","812 S Main St, Sauk Centre, MN 56378",Public,Head,,,NO,10743000000,Sauk Centre,27145,Stearns,2010-04-27,2022-09-19,,,SY2022-23,45.730376,-94.952285
750181000000,75,0181,000,0181-75,Pine Manor #2,"PINE MANOR, INC  #2",NULL,"22195 State Highway 34, Nevis, MN 56467","Route 2, Nevis, MN 56467",Public,Head,,,NO,10308000000,Nevis,27057,Hubbard,2010-09-21,2022-05-25,,,SY2022-23,46.923771,-94.904360
750182000000,75,0182,000,0182-75,Port Home I,Port Home I,NULL,"110 NW 2nd St, Brainerd, MN 56401","110 Northwest 2nd St, Brainerd, MN 56401",Public,Head,,,NO,10181000000,Brainerd,27035,Crow Wing,2022-09-19,2022-09-23,,,SY2022-23,46.357441,-94.209239
750183000000,75,0183,000,0183-75,Port Rehabilitation Center For CD,Port Rehabilitation Center For CD,NULL,"23 Mesaba Ave, Duluth, MN 55806","23 Mesaba Ave, Duluth, MN 55806",Public,Head,,,NO,10709000000,Duluth,27137,St. Louis,2010-09-17,2022-05-27,,,SY2022-23,46.780043,-92.108552
750184000000,75,0184,000,0184-75,Project Independence - Ridgewood,Project Independence - Ridgewood,NULL,"1500 Knollwood Dr, Worthington, MN 56187","Knollwood Drive, P.O. Box 23, Worthington, MN 56187",Public,Head,,,NO,10518000000,Worthington,27105,Nobles,2022-09-19,2022-09-23,,,SY2022-23,43.604588,-95.623014
750185000000,75,0185,000,0185-75,Project New Hope,"Project New Hope - 1,2,3,4,5",NULL,"1105 Glendale Ave, Alexandria, MN 56308","P.O. Box 368, Alexandria, MN 56308",Public,Head,,,NO,10206000000,Alexandria,27041,Douglas,2010-09-20,2022-05-31,,,SY2022-23,45.896607,-95.361629
750186000000,75,0186,000,0186-75,"Range Center, Inc.","Range Center, Inc",NULL,"1001 8th Ave NW, Chisholm, MN 55719","1001 8th Ave NW, Chisholm, MN 55719",Public,Head,,,NO,10695000000,Chisholm,27137,St. Louis,2010-04-27,2022-06-01,,,SY2022-23,47.499036,-92.893023
750187000000,75,0187,000,0187-75,Red Wing Health Center,Red Wing Health Center,NULL,"4th And Jackson, Red Wing, MN 55066","4th And Jackson, Red Wing, MN 55066",Public,Head,,,NO,10256000000,Red Wing,27049,Goodhue,2010-04-27,2022-06-01,,,SY2022-23,44.560930,-92.548022
750213000000,75,0213,000,0213-75,Residential Services - Duluth,Residential Services - Duluth,NULL,"707 Arrowhead Rd, Duluth, MN 55811","707 Arrowhead Rd, Duluth, MN 55811",Public,Head,,50,NO,10709000000,Duluth,27137,St. Louis,2010-09-17,2022-06-01,,,SY2022-23,46.826993,-92.086275
750214000000,75,0214,000,0214-75,Serenity Manor,Serenity Manor,NULL,"106 E Maple Ave, Mora, MN 55051","106 E Maple Ave, Mora, MN 55051",Public,Head,,,NO,10332000000,Mora,27065,Kanabec,2010-04-27,2022-02-15,,,SY2022-23,45.878091,-93.296734
750215000000,75,0215,000,0215-75,Sherburne House,Sherburne House,NULL,"550 Galtier St, Saint Paul, MN 55103","550 Galtier St, Saint Paul, MN 55103",Public,Head,,,NO,10625000000,Saint Paul,27123,Ramsey,2010-04-27,2022-06-14,,,SY2022-23,44.957856,-93.110271
750216000000,75,0216,000,0216-75,Sheriffs Youth Program of Austin,Sheriffs Youth Program of Austin,NULL,"311 4th St SE, Austin, MN 55912","P.O. Box 249, Austin, MN 55912",Public,Head,,,NO,10492000000,Austin,27099,Mower,2010-09-21,2022-06-14,,,SY2022-23,43.663935,-92.969665
750217000000,75,0217,000,0217-75,Sheriffs Youth Program of Isanti,Sheriffs Youth Program of Isanti,NULL,"25864 Dahlia St NW, Isanti, MN 55040","Route 1, Box 60, Isanti, MN 55040",Public,Head,,,NO,10015000000,St. Francis,27059,Isanti,2010-09-21,2022-06-14,,,SY2022-23,45.438623,-93.336042
750218000000,75,0218,000,0218-75,Shingle Creek Option,Shingle Creek Option,NULL,"5624 73rd Ave N, Brooklyn Park, MN 55429","5624 73rd Ave N, Brooklyn Park, MN 55429",Public,Head,,,NO,10279000000,Osseo,27053,Hennepin,2010-04-27,2022-06-14,,,SY2022-23,45.087670,-93.352344
750220000000,75,0220,000,0220-75,St. Cloud Children's Home,St. Cloud Children's Home,NULL,"1726 7th Ave S, Saint Cloud, MN 56301","1726 7th Ave S (And), Saint Cloud, MN 56301",Public,Head,,50,NO,10742000000,St. Cloud,27145,Stearns,2010-09-22,2022-09-19,,,SY2022-23,45.539685,-94.156315
750221000000,75,0221,000,0221-75,St Croix Camps I & II,St. Croix Camps I & II,NULL,"46634 St Croix Camp Ln, Markville, MN 55048","Route 1, Box 62, Markville, MN 55048",Public,Head,,,NO,12580000000,East Central,27115,Pine,2010-09-21,2022-09-19,,,SY2022-23,46.088700,-92.491435
750222000000,75,0222,000,0222-75,St. Josephs Home for Children,St. Joseph's Home For Children,NULL,"1121 E 46th St, Minneapolis, MN 55407","1121 E 46th St, Minneapolis, MN 55407",Public,Head,,50,NO,30001000000,Minneapolis,27053,Hennepin,2010-04-27,2022-06-13,,,SY2022-23,44.918910,-93.257993
750224000000,75,0224,000,0224-75,Thistledew Camp,Thistledew Camp,NULL,"62741 County Road 551, Togo, MN 55788","Star Route, Box W-10, Togo, MN 55788",Public,Head,,50,NO,10318000000,Grand Rapids,27061,Itasca,2022-09-19,2022-09-23,,,SY2022-23,47.785049,-93.239963
750225000000,75,0225,000,0225-75,"Trevilla of Robbinsdale, Inc","Trevilla of Robbinsdale, Inc",NULL,"3130 Grimes Ave N, Robbinsdale, MN 55422","3130 Grimes Ave N, Robbinsdale, MN 55422",Public,Head,,,NO,10281000000,Robbinsdale,27053,Hennepin,2010-04-27,2022-09-19,,,SY2022-23,45.012790,-93.328929
750226000000,75,0226,000,0226-75,Twenty Twenty Adolescent Receive CT,Twenty Twenty Adolescent Receive Ct,NULL,"2020 Minnehaha Ave S, Minneapolis, MN 55404","2020 Minnehaha Ave S, Minneapolis, MN 55404",Public,Head,,,NO,30001000000,Minneapolis,27053,Hennepin,2010-04-27,2022-07-27,,,SY2022-23,44.962224,-93.244419
750227000000,75,0227,000,0227-75,Twin Town Treatment Center,Twin Town Treatment Center,NULL,"1706 University Ave, Saint Paul, MN 55104","1706 University Ave, Saint Paul, MN 55104",Public,Head,,,NO,10625000000,Saint Paul,27123,Ramsey,2010-04-27,2022-07-27,,,SY2022-23,44.955283,-93.172381
750228000000,75,0228,000,0228-75,Vasa Lutheran Home For Children,Vasa Lutheran Home For Children,NULL,"5225 Highway 61 W, Red Wing, MN 55066","5225 West Hwy 61, Red Wing, MN 55066",Public,Head,,,NO,10256000000,Red Wing,27049,Goodhue,2010-04-27,2022-08-02,,,SY2022-23,44.566440,-92.635283
750229000000,75,0229,000,0229-75,Way 12 Halfway House,Way 12 Halfway House,NULL,"645 E Wayzata Blvd, Wayzata, MN 55391","645 E Wayzata Blvd, Wayzata, MN 55391",Public,Head,,,NO,10284000000,Wayzata,27053,Hennepin,2010-04-27,2022-09-19,,,SY2022-23,44.972647,-93.510668
750230000000,75,0230,000,0230-75,Wayside House Inc.,"Wayside House, Inc",NULL,"3705 Park Center Blvd, Saint Louis Park, MN 55416","3705 Park Center Blvd, Saint Louis Park, MN 55416",Public,Head,,,NO,10283000000,St. Louis Park,27053,Hennepin,2010-04-27,2022-02-24,,,SY2022-23,44.935181,-93.344977
750231000000,75,0231,000,0231-75,West Hills Lodge Inc,"West Hills Lodge, Inc.",NULL,"545 Florence Ave, Owatonna, MN 55060","545 Florence Ave, Owatonna, MN 55060",Public,Head,,,NO,10761000000,Owatonna,27147,Steele,2010-04-27,2022-08-15,,,SY2022-23,44.090492,-93.238308
750232000000,75,0232,000,0232-75,Wilder Juvenile Horizons Inc.,"Wilder Juvenile Horizons, Inc",NULL,"325 Dayton Ave, Saint Paul, MN 55102","325 Dayton Ave, Saint Paul, MN 55102",Public,Head,,50,NO,10625000000,Saint Paul,27123,Ramsey,2010-04-27,2022-03-09,,,SY2022-23,44.947554,-93.113874
750235000000,75,0235,000,0235-75,Young Peoples Residential Center,Young People's Residential Center,NULL,"2001 W 3rd St, Duluth, MN 55806","2001 West 3rd St, Duluth, MN 55806",Public,Head,,,NO,10709000000,Duluth,27137,St. Louis,2010-09-17,2022-08-22,,,SY2022-23,46.769938,-92.126703
750236000000,75,0236,000,0236-75,Moose Lake Rgnl Human Service Ctr,Moose Lake Rgnl Human Service Ctr,NULL,"1000 Lakeshore Dr, Moose Lake, MN 55767","1000 Lakeshore Dr, Moose Lake, MN 55767",Public,Head,,,NO,10097000000,Moose Lake,27017,Carlton,2010-08-10,2022-04-27,,,SY2022-23,46.440582,-92.758510
750237000000,75,0237,000,0237-75,Arrowhead Juvenile Detention Center,Arrowhead Juvenile Detention Center,NULL,"1918 Arlington Ave N, Duluth, MN 55811","1918 Arlington Ave, Duluth, MN 55811",Public,Head,,,NO,10709000000,Duluth,27137,St. Louis,2010-09-17,2022-02-24,,,SY2022-23,46.816595,-92.129853
750238000000,75,0238,000,0238-75,Buckeye Manor,Buckeye Manor,NULL,"124 SW 1st Ave, Faribault, MN 55021","124 SW 1st Ave, Faribault, MN 55021",Public,Head,,50,NO,10656000000,Faribault,27131,Rice,2010-04-27,2022-03-08,,,SY2022-23,44.288649,-93.270388
750239000000,75,0239,000,0239-75,Dellwood Center,Dellwood Center,NULL,"725 S Dellwood St, Cambridge, MN 55008","725 S Dellwood, Cambridge, MN 55008",Public,Head,,,NO,10911000000,Cambridge-Isanti,27059,Isanti,2017-09-01,2022-09-19,,,SY2022-23,45.566066,-93.229917
750240000000,75,0240,000,0240-75,Divine Redeemer,Divine Redeemer,NULL,"724 N 19th Ave, South Saint Paul, MN 55075","724 N 19th Ave, South Saint Paul, MN 55075",Public,Head,,,NO,30006000000,South St. Paul,27037,Dakota,2022-09-19,2022-09-23,,,SY2022-23,44.902613,-93.057432
750241000000,75,0241,000,0241-75,Fairview Deaconess - Adolescent,Fairview Deaconess - Adolescent,NULL,"1400 E 24th St, Minneapolis, MN 55404","1400 E 24th St. (And), Minneapolis, MN 55404",Public,Head,,,NO,30001000000,Minneapolis,27053,Hennepin,2010-04-27,2022-03-16,,,SY2022-23,44.959305,-93.254679
750242000000,75,0242,000,0242-75,Galloway Boys Ranch,Galloway Boys Ranch,NULL,"40392 County Road 142, Wahkon, MN 56386","Route 1, Box 69, Wahkon, MN 56386",Public,Head,,,NO,10480000000,Onamia,27095,Mille Lacs,2010-04-27,2022-03-21,,,SY2022-23,46.131808,-93.565142
750243000000,75,0243,000,0243-75,Greenbriar House,Greenbriar House,NULL,"941 Birmingham St, Saint Paul, MN 55106","941 Birmingham St, Saint Paul, MN 55106",Public,Head,,,NO,10625000000,Saint Paul,27123,Ramsey,2010-04-27,2022-03-22,,,SY2022-23,44.969763,-93.040877
750244000000,75,0244,000,0244-75,St. Peter Regional Human Service Ct,St. Peter Regional Human Service Ct,NULL,"622 S Front St, Saint Peter, MN 56082","622 S Front St, Saint Peter, MN 56082",Public,Head,,50,NO,10508000000,St. Peter,27103,Nicollet,2022-09-19,2022-09-23,,,SY2022-23,44.320976,-93.958553
