"","GNIS","Name","CTU_Type","County","FIPS_Code","Sym_Class","Population","Notes","geometry"
"803",2397198,"Warroad","City","Roseau County","2713568224","Small City",1862,NA,c(330421.25, 5419508)
"804",2397203,"Waseca","City","Waseca County","2716168296","County Seat",9324,NA,c(459387.2188, 4880637)
"805",2397211,"Watertown","City","Carver County","2701968548","Small City",4257,NA,c(433205.9375, 4979257)
"806",2397212,"Waterville","City","Le Sueur County","2707968584","Small City",1731,NA,c(454646.4063, 4896341.5)
"807",2397216,"Watkins","City","Meeker County","2709368620","Small City",864,NA,c(389612.5938, 5018939.5)
"808",2397218,"Watson","City","Chippewa County","2702368656","Small City",176,NA,c(279266.9375, 4987847.5)
"809",2397219,"Waubun","City","Mahnomen County","2708768674","Small City",511,NA,c(277330.3438, 5229420)
"810",2397226,"Waverly","City","Wright County","2717168764","Small City",1565,NA,c(423944.125, 4990810.5)
"811",2397235,"Wayzata","City","Hennepin County","2705368818","Small City",4166,NA,c(460070.7813, 4980205.5)
"812",2397244,"Welcome","City","Martin County","2709169070","Small City",774,NA,c(369459.6563, 4836155.5)
"813",2397249,"Wells","City","Faribault County","2704369106","Small City",2358,NA,c(441335.75, 4843932.5)
"814",2397255,"Wendell","City","Grant County","2705169142","Small City",116,NA,c(260059.3338, 5102711.9118)
"815",2397265,"West Concord","City","Dodge County","2703969304","Small City",812,NA,c(508039.4134, 4888862.3695)
"816",2397275,"West Saint Paul","City","Dakota County","2703769700","Small City",19709,NA,c(491997.25, 4973636.5)
"817",2397276,"West Union","City","Todd County","2715369736","Small City",142,NA,c(338127.0313, 5074029)
"818",2397278,"Westbrook","City","Cottonwood County","2703369250","Small City",756,NA,c(304845.9688, 4879447)
"819",2397286,"Westport","City","Pope County","2712169628","Small City",37,NA,c(331350.375, 5064666.5)
"820",2397290,"Whalan","City","Fillmore County","2704569808","Small City",82,NA,c(586462.125, 4842692)
"821",2397295,"Wheaton","City","Traverse County","2715569844","County Seat",1526,NA,c(228124.5469, 5078275)
"822",2397299,"White Bear Lake","City","Ramsey County","2712369970","Small City",24709,NA,c(499235.0313, 4992362)
"823",2397310,"Wilder","City","Jackson County","2706370258","Small City",45,NA,c(323325.9688, 4854968)
"824",2397314,"Willernie","City","Washington County","2716370366","Small City",576,NA,c(503433.9063, 4988969)
"825",2397316,"Williams","City","Lake of the Woods County","2707770402","Small City",197,NA,c(356347.9688, 5403546)
"826",2397323,"Willmar","City","Kandiyohi County","2706770420","County Seat",19685,NA,c(338906.096, 4998287.384)
"827",2397324,"Willow River","City","Pine County","2711570492","Small City",381,NA,c(512232.4688, 5129429.5)
"828",2397329,"Wilmont","City","Nobles County","2710570582","Small City",387,NA,c(272454.75, 4849626)
"829",2397333,"Wilton","City","Beltrami County","2700770708","Small City",184,NA,c(349323.5938, 5263071)
"830",2397339,"Windom","City","Cottonwood County","2703370798","County Seat",4601,NA,c(329915.9063, 4859211)
"831",2397346,"Winger","City","Polk County","2711970870","Small City",261,NA,c(275122.2188, 5269070.5)
"832",2397347,"Winnebago","City","Faribault County","2704370924","Small City",1432,NA,c(406188.2813, 4846741.5)
"833",2397348,"Winona","City","Winona County","2716971032","County Seat",27437,NA,c(609012, 4878326.5)
"834",2397351,"Winsted","City","McLeod County","2708571086","Small City",2377,NA,c(417411.2188, 4979472.5)
"835",2397352,"Winthrop","City","Sibley County","2714371122","Small City",1370,NA,c(391477.125, 4933100)
"836",2397354,"Winton","City","Saint Louis County","2713771140","Small City",105,NA,c(589599.375, 5308815)
"837",2397358,"Wolf Lake","City","Becker County","2700571338","Small City",57,NA,c(320518.1875, 5185966)
"838",2397359,"Wolverton","City","Wilkin County","2716771392","Small City",93,NA,c(213878.1875, 5163414)
"839",2397362,"Wood Lake","City","Yellow Medicine County","2717371446","Small City",388,NA,c(298756.6875, 4947513.5)
"840",2397369,"Woodbury","City","Washington County","2716371428","Small City",65667,NA,c(503222.2813, 4974496.5)
"841",2397370,"Woodland","City","Hennepin County","2705371500","Small City",443,NA,c(460249.125, 4977179.5)
"842",2397373,"Woodstock","City","Pipestone County","2711771680","Small City",149,NA,c(251471.7344, 4877565.5)
"843",2397378,"Worthington","City","Nobles County","2710571734","County Seat",12990,NA,c(290531.8125, 4832943.5)
"844",2397380,"Wrenshall","City","Carlton County","2701771788","Small City",489,NA,c(547301.625, 5162783)
"845",2397381,"Wright","City","Carlton County","2701771824","Small City",148,NA,c(499489.7813, 5168401.5)
"846",2397385,"Wykoff","City","Fillmore County","2704571950","Small City",418,NA,c(558970.5, 4839615.5)
"847",2397388,"Wyoming","City","Chisago County","2702572022","Small City",7755,NA,c(500239.75, 5020320)
"848",2397399,"Zemple","City","Itasca County","2706172184","Small City",92,NA,c(440659.5938, 5241364.5)
"849",2397401,"Zimmerman","City","Sherburne County","2714172238","Small City",5280,NA,c(453247.596, 5032119.835)
"850",2397403,"Zumbro Falls","City","Wabasha County","2715772310","Small City",176,NA,c(546124.375, 4903505)
"851",666076,"Zumbrota","City","Goodhue County","2704972328","Small City",3325,NA,c(526414.9375, 4904600)
"852",2396471,"St. Anthony","City","Hennepin County","2705356680","Small City",8602,NA,c(482841.75, 4985257.5)
"853",2396472,"St. Anthony","City","Stearns County","2714556698","Small City",106,NA,c(374481.4688, 5060499)
"854",2396040,"Tenney","City","Wilkin County","2716764426","Small City",3,NA,c(232841.4531, 5104784)
"855",2396051,"Thomson","City","Carlton County","2701764750","Small City",159,NA,c(546070.625, 5167959.5)
"856",663425,"Township of Amador","Township","Chisago County","2702501306","Township",929,NA,c(516777.9375, 5037562.5)
"857",663429,"Township of Amiret","Township","Lyon County","2708301432","Township",235,NA,c(284948.125, 4910582.5)
"858",663431,"Township of Amor","Township","Otter Tail County","2711101468","Township",596,NA,c(289037.2188, 5143542.5)
"859",663436,"Township of Angus","Township","Polk County","2711901648","Township",61,NA,c(224242.9688, 5331950)
"860",663448,"Township of Arbo","Township","Itasca County","2706101936","Township",1012,NA,c(457282.2588, 5240494.1514)
"861",663459,"Township of Arna","Township","Pine County","2711502224","Township",84,NA,c(551750.3125, 5104480.5)
"862",663461,"Township of Arthur","Township","Kanabec County","2706502296","Township",1819,NA,c(475185.5578, 5074736.2738)
"863",663470,"Township of Athens","Township","Isanti County","2705902602","Township",1712,NA,c(486433.1497, 5030125.8885)
"864",663481,"Township of Aurora","Township","Steele County","2714702890","Township",535,NA,c(492220.6875, 4865706.5)
"865",663520,"Township of Bath","Township","Freeborn County","2704703934","Township",399,NA,c(468663.125, 4852572.5)
"866",663527,"Township of Bay Lake","Township","Crow Wing County","2703504096","Township",851,NA,c(432855.1563, 5139911.5)
"867",663529,"Township of Baytown","Township","Washington County","2716304132","Township",1574,NA,c(513987.4163, 4983804.0303)
"868",663549,"Township of Belfast","Township","Murray County","2710104708","Township",196,NA,c(294237.5938, 4862814.5)
"869",663606,"Township of Blackberry","Township","Itasca County","2706106220","Township",778,NA,c(470429, 5225333.5)
"870",663646,"Township of Bradford","Township","Isanti County","2705907246","Township",3409,NA,c(471213.1563, 5041062.5)
"871",663662,"Township of Brevator","Township","Saint Louis County","2713707606","Township",1294,NA,c(542002.653, 5184013.5173)
"872",663669,"Township of Brockway","Township","Stearns County","2714507840","Township",2752,NA,c(393543.0313, 5066812)
"873",663691,"Township of Brunswick","Township","Kanabec County","2706508344","Township",1290,NA,c(476918.6119, 5070689.2586)
"874",663718,"Township of Buzzle","Township","Beltrami County","2700709082","Township",259,NA,c(340070, 5273727.5)
"875",663719,"Township of Bygland","Township","Polk County","2711909118","Township",263,NA,c(205651.5469, 5302857.5)
"876",663722,"Township of Byron","Township","Waseca County","2716109172","Township",142,NA,c(448901.4688, 4856304.5)
"877",663736,"Township of Camp Lake","Township","Swift County","2715109532","Township",172,NA,c(310313.2188, 5030121)
"878",663742,"Township of Cannon City","Township","Rice County","2713109712","Township",1214,NA,c(483168.3125, 4908456)
"879",663745,"Township of Canosia","Township","Saint Louis County","2713709784","Township",2342,NA,c(554887.9375, 5189117)
"880",663763,"Township of Castle Rock","Township","Dakota County","2703710306","Township",1372,NA,c(487907.9375, 4932295.5)
"881",663767,"Township of Cedar Lake","Township","Scott County","2713910450","Township",2858,NA,c(465073.1875, 4937191.5)
"882",663790,"Township of Cherry","Township","Saint Louis County","2713711134","Township",830,NA,c(522112.875, 5249750)
"883",663847,"Township of Collegeville","Township","Stearns County","2714512592","Township",3438,NA,c(387540.6252, 5044315.9723)
"884",663861,"Township of Concord","Township","Dodge County","2703912934","Township",642,NA,c(513107.125, 4888268.5)
"885",663869,"Township of Cordova","Township","Le Sueur County","2707913204","Township",484,NA,c(446476.9375, 4909455)
"886",663870,"Township of Corinna","Township","Wright County","2717113222","Township",2064,NA,c(416371.7998, 5015675.4417)
"887",663880,"Township of Cotton","Township","Saint Louis County","2713713528","Township",535,NA,c(539702.9375, 5224127)
"888",1986987,"Township of Crane Lake","Township","Saint Louis County","2713713656","Township",65,NA,c(537971.125, 5346066.5)
"889",663886,"Township of Credit River","Township","Scott County","2713913726","Township",5281,NA,c(469969.0313, 4946855.5)
"890",663891,"Township of Crooked Lake","Township","Cass County","2702113834","Township",570,NA,c(427703.8125, 5185660)
"891",663900,"Township of Crow Wing","Township","Crow Wing County","2703514122","Township",1880,NA,c(403458.3125, 5128267.5)
"892",663908,"Township of Cushing","Township","Morrison County","2709714356","Township",759,NA,c(378223.0313, 5110780)
"893",663916,"Township of Dalbo","Township","Isanti County","2705914572","Township",750,NA,c(468945.5938, 5056226)
"894",664006,"Township of Duluth","Township","Saint Louis County","2713717018","Township",1871,NA,c(584019.8125, 5194426.5)
"895",664024,"Township of East Chain","Township","Martin County","2709117522","Township",298,NA,c(389754.25, 4823786.5)
"896",664034,"Township of East Side","Township","Mille Lacs County","2709517810","Township",588,NA,c(461877.2024, 5116475.5059)
"897",664071,"Township of Elkton","Township","Clay County","2702718710","Township",347,NA,c(233720.4531, 5183752)
"898",664094,"Township of Embarrass","Township","Saint Louis County","2713719232","Township",491,NA,c(560234.9375, 5278731)
"899",664103,"Township of Erdahl","Township","Grant County","2705119538","Township",399,NA,c(281805.7188, 5097012)
"900",664113,"Township of Eureka","Township","Dakota County","2703719871","Township",1500,NA,c(482712.8125, 4937120.5)
"901",664142,"Township of Farden","Township","Hubbard County","2705720528","Township",930,NA,c(367486.1762, 5250604.0348)
"902",664145,"Township of Farming","Township","Stearns County","2714520600","Township",961,NA,c(375204.5938, 5041435.5)
"903",664147,"Township of Farmington","Township","Olmsted County","2710920636","Township",485,NA,c(552856.3125, 4890474)
"904",664152,"Township of Fayal","Township","Saint Louis County","2713720762","Township",1883,NA,c(536506.6231, 5251293.2464)
"905",664166,"Township of Fillmore","Township","Fillmore County","2704521068","Township",373,NA,c(558929.9375, 4844212.5)
"906",664176,"Township of Flom","Township","Norman County","2710721320","Township",261,NA,c(262744.8125, 5228379)
"907",664192,"Township of Forest City","Township","Meeker County","2709321734","Township",608,NA,c(384863.7813, 5006923.5)
"908",664205,"Township of Foster","Township","Big Stone County","2701122058","Township",124,NA,c(212418.2188, 5035782)
"909",664212,"Township of Fox Lake","Township","Martin County","2709122256","Township",241,NA,c(366301.5, 4837299)
"910",664214,"Township of Franconia","Township","Chisago County","2702522310","Township",1808,NA,c(524166, 5024131.5)
"911",664222,"Township of Fredenberg","Township","Saint Louis County","2713722508","Township",1447,NA,c(559561.4375, 5202560)
"912",664231,"Township of French Lake","Township","Wright County","2717122760","Township",1079,NA,c(406907.4063, 5005851.5)
"913",664258,"Township of Gentilly","Township","Polk County","2711923480","Township",325,NA,c(241696.8906, 5298629.5)
"914",664285,"Township of Godfrey","Township","Polk County","2711924254","Township",369,NA,c(257774, 5280864.5)
"915",664293,"Township of Goodland","Township","Itasca County","2706124452","Township",455,NA,c(489725.1563, 5223169)
"916",664312,"Township of Grand Lake","Township","Saint Louis County","2713724956","Township",2788,NA,c(548413.8125, 5193630)
"917",664360,"Township of Grove Lake","Township","Pope County","2712126162","Township",215,NA,c(331805.0625, 5053444)
"918",664365,"Township of Guthrie","Township","Hubbard County","2705726360","Township",547,NA,c(364577.5586, 5240073.0109)
"919",664405,"Township of Hart Lake","Township","Hubbard County","2705727386","Township",521,NA,c(367182.0187, 5233618.6345)
"920",664414,"Township of Havana","Township","Steele County","2714727638","Township",628,NA,c(488298.8438, 4879257)
"921",664422,"Township of Hay Creek","Township","Goodhue County","2704927818","Township",856,NA,c(536287, 4926615)
"922",664444,"Township of Helga","Township","Hubbard County","2705728340","Township",1453,NA,c(359337.1572, 5247649.4614)
"923",664485,"Township of Hines","Township","Beltrami County","2700729348","Township",647,NA,c(377487.5, 5282704.5)
"924",664503,"Township of Holmes City","Township","Douglas County","2704129798","Township",676,NA,c(302670.5625, 5078700.5)
"925",664506,"Township of Holt","Township","Fillmore County","2704529852","Township",251,NA,c(591081.25, 4837044.5)
"926",664510,"Township of Holyoke","Township","Carlton County","2701729942","Township",261,NA,c(546962.5, 5146174)
"927",664525,"Township of Hubbard","Township","Hubbard County","2705730338","Township",829,NA,c(346725.5313, 5188975.5)
"928",664546,"Township of Inguadona","Township","Cass County","2702130986","Township",221,NA,c(414615.6413, 5204179.1484)
"929",664584,"Township of Jo Daviess","Township","Faribault County","2704331976","Township",218,NA,c(401235.6875, 4833883.5)
"930",664595,"Township of Kanaranzi","Township","Rock County","2713332336","Township",252,NA,c(250160.9844, 4829415.5)
"931",664644,"Township of Kragnes","Township","Clay County","2702733704","Township",263,NA,c(214750.2969, 5210700.5)
"932",664650,"Township of Lac qui Parle","Township","Lac qui Parle County","2707333848","Township",172,NA,c(270978.25, 4987121)
"933",664672,"Township of Lake Eunice","Township","Becker County","2700534298","Township",1497,NA,c(273227.5313, 5181232)
"934",664712,"Township of Lakewood","Township","Saint Louis County","2713735234","Township",58,NA,c(579076.375, 5190561.5)
"935",664741,"Township of Leavenworth","Township","Brown County","2701536116","Township",267,NA,c(356092.9375, 4898164)
"936",664773,"Township of Lexington","Township","Le Sueur County","2707936872","Township",791,NA,c(444120.2188, 4921262)
"937",664774,"Township of Libby","Township","Aitkin County","2700136908","Township",47,NA,c(475192.375, 5181231.5)
"938",664793,"Township of Linwood","Township","Anoka County","2700337376","Township",5205,NA,c(491275.4375, 5022609)
"939",664802,"Township of Little Falls","Township","Morrison County","2709737574","Township",1753,NA,c(395730.117, 5087990.017)
"940",664807,"Township of Little Sauk","Township","Todd County","2715337718","Township",869,NA,c(351117.2188, 5080714)
"941",664809,"Township of Lockhart","Township","Norman County","2710737790","Township",70,NA,c(232284.7188, 5260175.5)
"942",664813,"Township of London","Township","Freeborn County","2704737916","Township",276,NA,c(494949.4063, 4819243)
"943",664837,"Township of Lund","Township","Douglas County","2704138510","Township",390,NA,c(288426.0938, 5104784.5)
"944",664842,"Township of Luxemburg","Township","Stearns County","2714538618","Township",666,NA,c(387543.0938, 5026260.5)
"945",664850,"Township of Lyons","Township","Wadena County","2715938852","Township",169,NA,c(362201.0938, 5159477)
"946",664867,"Township of Macville","Township","Aitkin County","2700139212","Township",181,NA,c(448667.4688, 5193778.5)
"947",664878,"Township of Maine","Township","Otter Tail County","2711139500","Township",661,NA,c(283507.4688, 5143706)
"948",664879,"Township of Maine Prairie","Township","Stearns County","2714539518","Township",1778,NA,c(395711.5, 5028219.5)
"949",664880,"Township of Malmo","Township","Aitkin County","2700139590","Township",342,NA,c(460041.9688, 5131277)
"950",664882,"Township of Malung","Township","Roseau County","2713539644","Township",476,NA,c(299871.8438, 5405745.5)
"951",664884,"Township of Manannah","Township","Meeker County","2709339698","Township",538,NA,c(373102, 5012396)
"952",664913,"Township of Marcell","Township","Itasca County","2706140472","Township",393,NA,c(448083.6563, 5271303)
"953",664916,"Township of Marion","Township","Olmsted County","2710940616","Township",3750,NA,c(549305.5495, 4868646.5124)
"954",664919,"Township of Marshan","Township","Dakota County","2703740724","Township",1075,NA,c(511628.8322, 4945372.6847)
"955",664935,"Township of Mayhew Lake","Township","Benton County","2700941192","Township",944,NA,c(413563.875, 5062797)
"956",664938,"Township of Maywood","Township","Benton County","2700941264","Township",993,NA,c(436333.5938, 5060795)
"957",664853,"Township of McCauleyville","Township","Wilkin County","2716738924","Township",32,NA,c(215222.2813, 5149803.5)
"958",664960,"Township of Meriden","Township","Steele County","2714741750","Township",709,NA,c(469037.7188, 4880183.5)
"959",664981,"Township of Milton","Township","Dodge County","2703942380","Township",705,NA,c(517656.125, 4890068.5)
"960",665008,"Township of Money Creek","Township","Houston County","2705543648","Township",648,NA,c(611508.5, 4852969.5)
"961",665036,"Township of Morrill","Township","Morrison County","2709744224","Township",694,NA,c(424716.5625, 5076604)
"962",665091,"Township of Newburg","Township","Fillmore County","2704545466","Township",364,NA,c(595739.75, 4824489.5)
"963",665111,"Township of Newry","Township","Freeborn County","2704745934","Township",567,NA,c(486830.3125, 4845415.5)
"964",665126,"Township of Nininger","Township","Dakota County","2703746330","Township",860,NA,c(507759.5938, 4957313.5)
"965",665153,"Township of Northern","Township","Beltrami County","2700746906","Township",4482,NA,c(361394.7166, 5268502.2497)
"966",665178,"Township of Norway","Township","Fillmore County","2704547392","Township",331,NA,c(599029.8125, 4843175.5)
"967",665188,"Township of Oakland","Township","Freeborn County","2704747788","Township",419,NA,c(492856.9688, 4835657.5)
"968",665235,"Township of Otisco","Township","Waseca County","2716149084","Township",414,NA,c(459742.9375, 4869619.5)
"969",665238,"Township of Ottawa","Township","Le Sueur County","2707949174","Township",233,NA,c(424678.8438, 4914761.5)
"970",665250,"Township of Palmer","Township","Sherburne County","2714149534","Township",2477,NA,c(426897.7813, 5039879)
"971",665282,"Township of Perch Lake","Township","Carlton County","2701750446","Township",875,NA,c(530822.25, 5174314)
"972",665319,"Township of Pleasant Grove","Township","Olmsted County","2710951550","Township",848,NA,c(549298.3161, 4857555.7324)
"973",665320,"Township of Pleasant Hill","Township","Winona County","2716951568","Township",507,NA,c(615621.8125, 4863100)
"974",665336,"Township of Ponto Lake","Township","Cass County","2702151928","Township",522,NA,c(398141.9688, 5190843.5)
"975",665380,"Township of Rapidan","Township","Blue Earth County","2701353206","Township",979,NA,c(414483.4063, 4882917)
"976",665407,"Township of Rice Lake","Township","Saint Louis County","2713754060","Township",4101,NA,c(569316.125, 5192262)
"977",665419,"Township of Richwood","Township","Becker County","2700554376","Township",662,NA,c(285322.5, 5206222)
"978",665453,"Township of Roome","Township","Polk County","2711955384","Township",136,NA,c(216323.8594, 5287967.5)
"979",665465,"Township of Roseland","Township","Kandiyohi County","2706755708","Township",416,NA,c(333905.7188, 4978719)
"980",665469,"Township of Roseville","Township","Kandiyohi County","2706755834","Township",164,NA,c(356883.1875, 5023209)
"981",665481,"Township of Round Prairie","Township","Todd County","2715356122","Township",715,NA,c(353768.0938, 5085158.5)
"982",665511,"Township of Saint George","Township","Benton County","2700956986","Township",1153,NA,c(427109.7188, 5046944.5)
"983",665538,"Township of Salem","Township","Olmsted County","2710958234","Township",103,NA,c(531453.375, 4870374)
"984",665541,"Township of Sand Creek","Township","Scott County","2713958324","Township",1574,NA,c(453422, 4951367.5)
"985",665552,"Township of Santiago","Township","Sherburne County","2714158522","Township",1823,NA,c(436002.3438, 5043175)
"986",665587,"Township of Sheldon","Township","Houston County","2705559494","Township",316,NA,c(613408.375, 4837108.5)
"987",665600,"Township of Shieldsville","Township","Rice County","2713159854","Township",1102,NA,c(467442.1563, 4912618.5)
"988",665605,"Township of Shotley","Township","Beltrami County","2700760070","Township",24,NA,c(380314.4688, 5327337)
"989",665676,"Township of Spring Lake","Township","Scott County","2713961978","Township",3603,NA,c(460289.25, 4944502)
"990",665695,"Township of Stanton","Township","Goodhue County","2704962428","Township",936,NA,c(498188.1875, 4924292.5)
"991",665737,"Township of Summit Lake","Township","Nobles County","2710563400","Township",356,NA,c(281421.6875, 4842531)
"992",665758,"Township of Tabor","Township","Polk County","2711964030","Township",140,NA,c(212339.2188, 5332319.5)
"993",665794,"Township of Tofte","Township","Cook County","2703165065","Township",258,NA,c(662737.75, 5271210.5)
"994",665828,"Township of Two Inlets","Township","Becker County","2700566010","Township",311,NA,c(331603.5938, 5213415)
"995",665852,"Township of Vasa","Township","Goodhue County","2704966640","Township",934,NA,c(522081.625, 4927816.5)
"996",665855,"Township of Verdi","Township","Lincoln County","2708166730","Township",201,NA,c(232200.1719, 4900508.5)
"997",665865,"Township of Verona","Township","Faribault County","2704366946","Township",444,NA,c(400360.6875, 4842814.5)
"998",665878,"Township of Viola","Township","Olmsted County","2710967270","Township",521,NA,c(558620.25, 4879167)
"999",665885,"Township of Wabedo","Township","Cass County","2702167414","Township",405,NA,c(409565, 5197021)
"1000",665925,"Township of Wasioja","Township","Dodge County","2703968404","Township",970,NA,c(514478.3125, 4880805.5)
"1001",665926,"Township of Waskish","Township","Beltrami County","2700768440","Township",112,NA,c(387548.9063, 5335344)
"1002",665927,"Township of Watab","Township","Benton County","2700968476","Township",3124,NA,c(408034.1875, 5058771)
"1003",665929,"Township of Waterford","Township","Dakota County","2703768530","Township",435,NA,c(488646.1875, 4925629.5)
"1004",665944,"Township of Wealthwood","Township","Aitkin County","2700168872","Township",251,NA,c(449700, 5134595)
"1005",665945,"Township of Webster","Township","Rice County","2713168962","Township",1749,NA,c(471991.2813, 4930771)
"1006",665954,"Township of West Albany","Township","Wabasha County","2715769178","Township",372,NA,c(557011.1875, 4905597)
"1007",665966,"Township of West Lakeland","Township","Washington County","2716369520","Township",4113,NA,c(514001.905, 4978899.2313)
"1008",665968,"Township of West Newton","Township","Nicollet County","2710369556","Township",417,NA,c(377961.6563, 4916270)
"1009",665981,"Township of White Bear","Township","Ramsey County","2712369916","Township",11239,NA,c(497841.1193, 4994333.5871)
"1010",665985,"Township of White Earth","Township","Becker County","2700570024","Township",892,"Also White Earth Populated Place/Unorganized Territory",c(284251.2813, 5219829.5)
"1011",665987,"Township of Whitefield","Township","Kandiyohi County","2706770078","Township",480,NA,c(340714.8125, 4985307.5)
"1012",666009,"Township of Wilson","Township","Winona County","2716970690","Township",502,NA,c(605545.0625, 4868271.5)
"1013",666011,"Township of Wilton","Township","Waseca County","2716170744","Township",400,NA,c(457183.375, 4873554.5)
"1014",666033,"Township of Wiscoy","Township","Winona County","2716971230","Township",351,NA,c(610764.5, 4865393.5)
"1015",666036,"Township of Wolford","Township","Crow Wing County","2703571374","Township",398,NA,c(424950.875, 5155131.5)
"1016",666058,"Township of Wuori","Township","Saint Louis County","2713771869","Township",578,NA,c(537472.9411, 5274017.7954)
"1017",2418904,"Deer Creek Sector Bois Forte Reservation","Tribal","Itasca County","2706100100","Tribal",0,NA,c(460244.9168, 5298681.5613)
"1018",654521,"Fond du Lac Reservation","Tribal","Carlton County","2701701125","Tribal",0,NA,c(529042.2256, 5179583.1302)
"1019",654523,"Grand Portage Reservation","Tribal","Cook County","2703101355","Tribal",0,NA,c(747463.375, 5317607)
"1020",659096,"Leech Lake Reservation","Tribal","Cass County","2702101940","Tribal",0,NA,c(394737.6596, 5246701.6464)
"1021",2418999,"Little Rock District","Tribal","Beltrami County","2700700450","Tribal",0,NA,c(349209.5625, 5304530.5)
"1022",647264,"Lower Sioux Indian Community","Tribal","Redwood County","2712702055","Tribal",0,NA,c(341340.7428, 4932968.8482)
"1023",2419017,"Mille Lacs Reservation","Tribal","Mille Lacs County","2709502270","Tribal",0,"Contains CDP of Vineland - pop. 998",c(441486.8623, 5114366.5659)
"1024",2419018,"Minnesota Chippewa Trust Land","Tribal","Carlton County","2701702285","Tribal",0,NA,c(421765.9388, 5160310.5207)
"1025",1934328,"Nett Lake Sector Bois Forte Reservation","Tribal","Koochiching County","2707100550","Tribal",0,NA,c(491713.4964, 5322208.077)
"1026",654519,"Prairie Island Indian Community","Tribal","Goodhue County","2704902985","Tribal",0,NA,c(527007.6723, 4943012.3835)
"1027",1934331,"Red Lake Reservation","Tribal","Beltrami County","2700703100","Tribal",0,NA,c(346550.0352, 5328557.6728)
"1028",2419129,"Sandy Lake Reservation","Tribal","Aitkin County","2700103385","Tribal",0,NA,c(480888.2414, 5183103.4708)
"1029",649741,"Shakopee Mdewakanton Sioux Community","Tribal","Scott County","2713903680","Tribal",0,NA,c(463983.3279, 4955730.1729)
"1030",653567,"Upper Sioux Community","Tribal","Yellow Medicine County","2717304445","Tribal",0,NA,c(301065.1182, 4959500.6311)
"1031",2126507,"Vermilion Lake Sector Bois Forte Reservation","Tribal","Saint Louis County","2713700800","Tribal",0,NA,c(549365.0751, 5296542.8906)
"1032",1934333,"White Earth Reservation","Tribal","Mahnomen County","2708704595","Tribal",0,NA,c(292341.7621, 5230588.0578)
"1033",664202,"Unorganized Territory of Fort Snelling","Unorganized","Hennepin County","2705321965","Unorganized",147,NA,c(483529.9638, 4969406.4562)
"1034",664832,"Unorganized Territory of Lower Red Lake","Unorganized","Beltrami County","2700738335","Unorganized",5790,NA,c(349120.9524, 5302472.3982)
"1035",2629538,"Angle Inlet","Populated Pl","Lake of the Woods County","2701558","Unorganized",20,NA,c(349419.9017, 5468044.8531)
"1036",2583772,"Baker","Populated Pl","Clay County","2703214","Unorganized",67,NA,c(228487.0287, 5179407.8394)
"1037",2628820,"Ball Club","Populated Pl","Itasca County","2703376","Unorganized",186,NA,c(429244.4405, 5241551.8152)
"1038",2583773,"Beaulieu","Populated Pl","Mahnomen County","2704348","Unorganized",51,NA,c(288075.1836, 5246647.3388)
"1039",2583774,"Big Lake","Populated Pl","Carlton County","2705744","Unorganized",375,NA,c(528401.6948, 5172031.6503)
"1040",2583775,"Ebro","Populated Pl","Clearwater County","2717882","Unorganized",102,NA,c(309086.8323, 5263145.2918)
"1041",2392989,"Elbow Lake","Populated Pl","Becker County","2718440","Unorganized",69,NA,c(306275.5195, 5224874.5133)
"1042",2628675,"Esko","Populated Pl","Carlton County","2719718","Unorganized",1814,"Within the Township of Thomson",c(548690.0466, 5172948.8286)
"1043",2628676,"Fairhaven","Populated Pl","Stearns County","2720276","Unorganized",423,"Within the Township of Fair Haven",c(404863.244, 5019402.5875)
"1044",2628677,"Finland","Populated Pl","Lake County","2721104","Unorganized",202,NA,c(632220.3359, 5253200.706)
"1045",2583776,"Fish Lake","Populated Pl","Jackson County","2721190","Unorganized",96,NA,c(335388.1239, 4856179.5248)
"1046",2628678,"Frontenac","Populated Pl","Goodhue County","2722904","Unorganized",189,NA,c(551282.8867, 4928820.5791)
"1047",2628679,"Garden City","Populated Pl","Blue Earth County","2723084","Unorganized",371,"Within the Township of Garden City",c(406758.5269, 4877854.711)
"1048",2628681,"Homer","Populated Pl","Winona County","2730014","Unorganized",196,"Within the Township of Homer",c(615652.6155, 4875175.6851)
"1049",2628821,"Inger","Populated Pl","Itasca County","2730950","Unorganized",284,NA,c(426139.1635, 5267103.2203)
"1050",2628682,"Lake George","Populated Pl","Hubbard County","2734370","Unorganized",208,"Within the Township of Lake George",c(349042.8581, 5229222.4189)
"1051",2628683,"Lansing","Populated Pl","Mower County","2735558","Unorganized",178,"Within the Township of Lansing",c(502421.956, 4843505.3432)
"1052",2393098,"Leota","Populated Pl","Nobles County","2736548","Unorganized",158,"Within the Township of Leota",c(257424.0069, 4857848.0376)
"1053",2393104,"Little Rock","Populated Pl","Beltrami County","2737656","Unorganized",1112,"Contains the tribal Red Lake District",c(342495.7176, 5303636.8743)
"1054",2628684,"Lutsen","Populated Pl","Cook County","2738546","Unorganized",456,"Within the Township of Lutsen",c(672773.9259, 5278946.8744)
"1055",2583777,"Mahnomen","Populated Pl","St. Louis County","2739394","Unorganized",268,NA,c(534984.1366, 5180050.3445)
"1056",2628685,"Mahtowa","Populated Pl","Carlton County","2739446","Unorganized",435,"Within the Township of Mahtowa",c(528445.0347, 5158149.759)
